Doc_ID,City,Country,Num_Reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,OVERALL_RATING
uk_england_london_rydges_kensington_plaza_hotel,london,UK,63,3.317,2.556,3.016,4.333,2.889,3.222
uk_england_london_hotel_rushmore,london,UK,36,3.5,3.222,3.333,4.194,3.528,3.556
uk_england_london_holiday_villa_london,london,UK,37,3.162,2.514,2.838,3.892,2.703,3.022
uk_england_london_hyde_park_executive_apartments_hotel,london,UK,83,3.386,2.723,2.916,4.313,3.072,3.282
uk_england_london_hotel_82,london,UK,34,3.294,3.118,3.118,4.206,3.412,3.429
uk_england_london_mayflower_hotel_apartments,london,UK,111,3.649,2.82,3.189,4.018,3.144,3.364
uk_england_london_muswell_hill_hotel,london,UK,5,4.0,3.4,4.2,3.6,4.2,3.88
uk_england_london_the_hyde_park_hotel,london,UK,27,3.259,2.778,2.741,3.852,2.852,3.096
uk_england_london_somerset_prince_s_square_apartments,london,UK,1,5.0,4.0,5.0,5.0,4.0,4.6
uk_england_london_pasha_hotel,london,UK,21,3.762,3.429,3.905,2.762,3.714,3.514
uk_england_london_henry_viii_hotel,london,UK,73,3.178,2.562,3.192,3.795,3.027,3.151
uk_england_london_travelodge_london_barking,london,UK,8,3.875,3.5,3.25,2.75,3.875,3.45
uk_england_london_shaftesbury_premier_hotel_london_paddington,london,UK,85,3.953,3.012,3.247,4.259,3.329,3.56
uk_england_london_comfort_hotel_finchley,london,UK,9,3.333,3.0,3.444,3.667,3.222,3.333
uk_england_london_royal_adelphi_hotel,london,UK,27,3.148,2.444,3.37,4.741,3.593,3.459
uk_england_london_travelodge_london_battersea,london,UK,36,3.25,2.694,3.222,2.889,3.722,3.156
uk_england_london_holiday_inn_oxford_circus,london,UK,64,3.375,2.797,2.938,4.312,3.031,3.291
uk_england_london_ashley_hotel,london,UK,45,3.489,2.622,3.356,4.444,3.667,3.516
uk_england_london_queens_hotel,london,UK,1,5.0,4.0,5.0,5.0,4.0,4.6
uk_england_london_oxford_hotel,london,UK,55,3.145,2.455,2.927,4.109,3.018,3.131
uk_england_london_shaftesbury_premier_london_notting_hill,london,UK,34,4.206,2.735,3.559,3.971,3.353,3.565
uk_england_london_blakes_hotel,london,UK,21,3.905,3.238,3.81,4.19,2.714,3.571
uk_england_london_menzies_prince_regent,london,UK,15,3.6,3.733,3.533,3.6,3.267,3.547
uk_england_london_hyde_hotel,london,UK,12,3.417,2.333,2.417,3.917,2.417,2.9
uk_england_london_wellington,london,UK,15,3.133,2.6,3.0,4.4,3.667,3.36
uk_england_london_kensington_close_hotel,london,UK,218,3.229,2.486,2.908,4.165,2.697,3.097
uk_england_london_eurotraveller_hotel,london,UK,8,3.625,2.875,4.0,3.75,3.5,3.55
uk_england_london_tavistock_hotel,london,UK,190,3.326,2.705,2.963,4.216,3.258,3.294
uk_england_london_st_marks_london,london,UK,3,4.667,4.0,3.667,4.333,4.333,4.2
uk_england_london_eleven_cadogan_gardens,london,UK,13,4.154,3.692,4.0,4.769,3.615,4.046
uk_england_london_travelodge_london_aldgate_east_hotel,london,UK,41,3.878,3.415,3.341,2.854,3.707,3.439
uk_england_london_abbey_court_hotel,london,UK,28,3.143,2.321,2.893,4.0,2.607,2.993
uk_england_london_travelodge_london_marylebone,london,UK,91,3.022,2.637,3.088,4.22,3.297,3.253
uk_england_london_russell_house_hotel,london,UK,1,5.0,2.0,5.0,5.0,5.0,4.4
uk_england_london_minc_apartments_mayfair_court,london,UK,3,3.0,3.0,3.0,4.667,3.667,3.467
uk_england_london_white_lodge_hotel,london,UK,3,4.333,3.0,3.667,4.0,3.333,3.667
uk_england_london_diplomat_hotel,london,UK,8,3.75,3.25,4.25,4.5,3.375,3.825
uk_england_london_premier_inn_london_beckton,london,UK,7,4.143,3.857,4.0,3.857,4.0,3.971
uk_england_london_the_omega_hotel,london,UK,13,4.0,3.154,3.923,4.615,3.692,3.877
uk_england_london_alison_house_hotel,london,UK,1,3.0,3.0,4.0,4.0,5.0,3.8
uk_england_london_manor_court_apartments_london,london,UK,2,2.0,2.5,3.0,5.0,3.0,3.1
uk_england_london_curzon_plaza,london,UK,43,2.86,2.558,3.209,4.581,2.977,3.237
uk_england_london_montana_excel,london,UK,46,3.196,2.783,3.413,4.326,3.435,3.43
uk_england_london_ormonde_house_hotel,london,UK,3,4.667,3.333,4.333,5.0,4.0,4.267
uk_england_london_waverley_house_hotel,london,UK,43,3.07,2.628,2.93,4.209,2.721,3.112
uk_england_london_fraser_suites_kensington,london,UK,1,5.0,4.0,4.0,5.0,5.0,4.6
uk_england_london_antoinette_hotel_wimbledon,london,UK,21,3.381,2.857,3.238,4.0,3.0,3.295
uk_england_london_allen_house_luxury_serviced_apartments,london,UK,9,3.333,3.222,4.0,4.778,3.444,3.756
uk_england_london_lord_jim_hotel,london,UK,36,3.083,2.306,2.861,4.278,2.833,3.072
uk_england_london_derby_hotel,london,UK,31,3.29,2.677,2.871,4.065,2.935,3.168
uk_england_london_plaza_hotel,london,UK,9,3.111,2.889,3.889,3.556,4.0,3.489
uk_england_london_gresham_hotel_london,london,UK,52,2.885,2.462,2.769,4.058,2.846,3.004
uk_england_london_alexander_fleming_hall,london,UK,1,4.0,3.0,3.0,5.0,5.0,4.0
uk_england_london_st_giles_hotel_london,london,UK,301,3.199,2.522,2.963,4.422,3.066,3.235
uk_england_london_the_grosvenor,london,UK,227,2.846,2.366,3.084,4.137,2.586,3.004
uk_england_london_best_western_paddington_court_hotel_suites,london,UK,124,3.194,2.484,2.677,3.798,2.734,2.977
uk_england_london_alcove_apartments,london,UK,2,4.5,4.0,3.5,4.5,3.0,3.9
uk_england_london_westpoint_hotel,london,UK,48,3.625,2.542,3.146,4.417,3.104,3.367
uk_england_london_marlin_apartments_queen_street,london,UK,14,3.929,4.0,2.929,4.071,3.429,3.671
uk_england_london_berjaya_eden_park_hotel,london,UK,48,3.5,2.271,2.646,4.167,2.729,3.062
uk_england_london_ibis_london_greenwich,london,UK,21,3.571,3.048,2.857,4.524,3.048,3.41
uk_england_london_comfort_inn_victoria,london,UK,64,3.484,2.922,3.047,4.375,3.281,3.422
uk_england_london_mayfair_house,london,UK,2,3.5,3.0,3.0,5.0,3.5,3.6
uk_england_london_thistle_euston,london,UK,173,3.324,2.659,2.971,3.445,2.803,3.04
uk_england_london_westminster_house_hotel,london,UK,11,3.182,3.0,3.727,4.273,3.364,3.509
uk_england_london_wimbledon_hotel,london,UK,2,4.5,4.5,4.5,4.5,5.0,4.6
uk_england_london_aspen_suites_hyde_park,london,UK,11,4.273,3.364,3.091,4.273,3.182,3.636
uk_england_london_linden_house_hotel,london,UK,80,2.888,2.212,2.65,4.0,2.75,2.9
uk_england_london_the_dover_hotel,london,UK,47,3.213,2.468,3.064,3.979,3.064,3.157
uk_england_london_limegrove_hotel,london,UK,12,2.917,2.5,3.0,3.917,3.25,3.117
uk_england_london_quality_crown_hotel_hyde_park,london,UK,94,3.883,2.851,3.213,4.202,3.117,3.453
uk_england_london_sleeping_beauty_motel,london,UK,47,2.766,2.383,2.596,2.426,3.17,2.668
uk_england_london_days_luton_hotel,london,UK,1,4.0,4.0,3.0,3.0,3.0,3.4
uk_england_london_hadleigh_hotel,london,UK,9,3.444,3.222,3.667,4.333,3.667,3.667
uk_england_london_easyhotel_paddington_london,london,UK,-1,58.0,3.552,2.569,2.897,4.155,0.0
uk_england_london_the_belvedere,london,UK,15,3.0,2.467,2.467,4.067,3.067,3.013
uk_england_london_carlton_hotel,london,UK,13,2.769,2.231,3.0,3.769,2.615,2.877
uk_england_london_hotel_california,london,UK,37,3.027,2.514,3.351,4.243,3.324,3.292
uk_england_london_blooms_town_house_hotel,london,UK,3,3.333,3.0,4.0,4.667,3.0,3.6
uk_england_london_raglan_hotel,london,UK,36,3.306,2.528,2.972,3.444,2.722,2.994
uk_england_london_citadines_london_south_kensington,london,UK,16,1.938,1.688,2.438,3.938,2.0,2.4
uk_england_london_days_hotel_london_south_ruislip,london,UK,4,3.25,3.0,3.25,4.25,4.25,3.6
uk_england_london_kensington_rooms,london,UK,59,3.136,2.559,2.458,3.678,2.644,2.895
uk_england_london_kingston_lodge,london,UK,3,3.667,3.333,3.333,4.0,3.333,3.533
uk_england_london_quality_crown_hotel_kensington,london,UK,81,3.926,2.951,3.346,3.938,3.272,3.486
uk_england_london_beaver_hotel,london,UK,20,2.65,2.25,3.2,3.65,2.75,2.9
uk_england_london_travelodge_high_holborn,london,UK,10,3.7,3.3,2.9,4.4,3.7,3.6
uk_england_london_rex_hotel,london,UK,1,4.0,4.0,3.0,1.0,3.0,3.0
uk_england_london_regency_hotel_nottingham_place,london,UK,9,4.333,3.333,3.444,4.667,3.667,3.889
uk_england_london_st_peters_hotel,london,UK,6,3.833,3.5,4.0,4.0,3.667,3.8
uk_england_london_park_lodge_hotel,london,UK,5,3.2,2.8,3.6,4.0,3.0,3.32
uk_england_london_mowbray_court_hotel,london,UK,27,3.222,2.444,3.407,4.556,3.444,3.415
uk_england_london_the_gainsborough_hotel,london,UK,52,2.808,2.346,2.481,3.942,2.577,2.831
uk_england_london_britannia_hampstead_hotel,london,UK,54,2.37,2.093,2.648,3.648,2.889,2.73
uk_england_london_caswell_hotel,london,UK,13,2.923,2.538,3.231,4.231,3.0,3.185
uk_england_london_fairways_hotel,london,UK,6,3.167,2.833,2.667,4.667,3.167,3.3
uk_england_london_quality_hotel_wembley,london,UK,37,2.865,2.757,2.892,4.054,2.351,2.984
uk_england_london_pickwick_hall,london,UK,13,2.769,2.692,3.154,4.615,3.154,3.277
uk_england_london_kent_hall_hotel,london,UK,3,3.333,3.333,4.333,4.333,4.333,3.933
uk_england_london_thistle_bloomsbury_park,london,UK,93,2.839,2.387,3.312,4.226,2.763,3.105
uk_england_london_european_hotel,london,UK,56,2.518,2.107,2.304,3.964,2.464,2.671
uk_england_london_wedgewood_hotel,london,UK,39,1.821,1.513,1.872,3.41,2.051,2.133
uk_england_london_edward_hotel,london,UK,40,2.425,2.225,2.4,4.05,2.625,2.745
uk_england_london_grove_hotel,london,UK,1,5.0,4.0,5.0,4.0,5.0,4.6
uk_england_london_the_norfolk_towers_hotel,london,UK,75,2.933,2.267,2.867,3.88,2.533,2.896
uk_england_london_ramada_jarvis_marylebone_hotel,london,UK,2,4.0,4.5,4.0,3.5,4.5,4.1
uk_england_london_cavendish_hotel,london,UK,45,3.333,2.711,3.267,4.111,2.822,3.249
uk_england_london_ibis_london_docklands,london,UK,33,3.758,2.97,2.879,2.939,3.03,3.115
uk_england_london_purple_hotel_city_of_london,london,UK,1,4.0,3.0,4.0,4.0,5.0,4.0
uk_england_london_city_of_london_yha,london,UK,2,4.0,3.5,3.5,4.5,3.5,3.8
uk_england_london_the_gate,london,UK,9,3.333,2.889,3.556,4.778,3.444,3.6
uk_england_london_norfolk_plaza_hotel,london,UK,35,2.257,1.8,2.286,3.971,2.143,2.491
uk_england_london_elena_hotel,london,UK,6,3.667,2.667,3.0,2.5,3.333,3.033
uk_england_london_gloucester_place_hotel,london,UK,7,3.0,2.286,2.714,4.429,2.429,2.971
uk_england_london_hand_and_flower_hotel,london,UK,3,3.333,3.667,1.667,3.667,3.0,3.067
uk_england_london_the_tophams_hotel_belgravia,london,UK,48,3.646,3.042,2.792,4.417,2.75,3.329
uk_england_london_nayland_hotel,london,UK,36,3.222,2.556,2.472,3.944,2.917,3.022
uk_england_london_classic_hotel_london,london,UK,16,3.062,2.5,3.25,3.812,3.062,3.138
uk_england_london_blakemore_hotel,london,UK,76,2.961,2.355,2.75,4.0,2.566,2.926
uk_england_london_best_western_mornington_hotel,london,UK,31,3.032,2.323,2.839,4.032,2.548,2.955
uk_england_london_grange_portland,london,UK,2,5.0,4.5,4.0,5.0,4.0,4.5
uk_england_london_mermaid_suite_hotel,london,UK,11,3.909,3.455,3.364,4.545,3.727,3.8
uk_england_london_cranley_gardens_hotel,london,UK,36,3.056,2.361,2.944,4.278,2.639,3.056
uk_england_london_palm_hotel,london,UK,11,3.273,2.727,3.636,2.727,3.091,3.091
uk_england_london_ibis_london_stratford,london,UK,16,3.625,3.25,3.438,3.562,3.75,3.525
uk_england_london_park_grand_london_paddington,london,UK,17,3.471,3.176,2.824,4.176,3.588,3.447
uk_england_london_alexandra_hotel,london,UK,51,2.608,2.196,2.451,4.137,2.608,2.8
uk_england_london_queens_park_hotel,london,UK,112,2.661,2.054,2.598,3.946,2.741,2.8
uk_england_london_rosebery_hall_residence,london,UK,5,3.4,2.8,3.6,3.4,3.0,3.24
uk_england_london_annexe_hotel,london,UK,5,2.0,1.2,1.2,3.2,1.2,1.76
uk_england_london_la_reserve,london,UK,22,2.591,2.364,2.727,4.045,2.591,2.864
uk_england_london_portobello_gold,london,UK,9,3.667,2.778,3.556,4.333,3.222,3.511
uk_england_london_berners_park,london,UK,1,2.0,2.0,4.0,4.0,3.0,3.0
uk_england_london_travelodge_chessington_tolworth,london,UK,17,3.529,2.882,3.176,3.235,3.588,3.282
uk_england_london_1_lexham_gardens,london,UK,43,3.163,2.419,2.395,3.953,3.093,3.005
uk_england_london_victoria_inn,london,UK,58,3.034,2.345,2.793,3.948,2.638,2.952
uk_england_london_minc_lombard_lane,london,UK,3,3.667,2.333,2.333,3.333,2.667,2.867
uk_england_london_royal_national_hotel,london,UK,301,2.9,2.419,2.621,4.063,2.877,2.976
uk_england_london_travelodge_london_kings_cross_royal_scot,london,UK,195,2.887,2.538,2.585,3.246,3.118,2.875
uk_england_london_hendon_hall,london,UK,16,3.562,2.812,2.875,3.25,2.562,3.012
uk_england_london_leisure_inn,london,UK,58,2.931,2.414,2.517,3.828,2.672,2.872
uk_england_london_regent_s_park_hotel,london,UK,4,1.75,2.25,3.0,4.75,2.0,2.75
uk_england_london_thistle_city_barbican,london,UK,259,3.062,2.444,2.849,2.309,2.517,2.636
uk_england_london_bayswater_inn,london,UK,104,2.462,2.192,2.346,3.798,2.529,2.665
uk_england_london_limegrove_hotel,london,UK,19,3.053,2.632,3.421,4.053,3.421,3.316
uk_england_london_fountain_house_apartments,london,UK,3,4.333,3.667,2.333,4.667,3.0,3.6
uk_england_london_the_inn_at_kew_gardens_kew_gardens_hotel,london,UK,5,3.8,2.8,3.8,4.2,3.2,3.56
uk_england_london_west_cromwell_hotel,london,UK,17,2.588,2.353,2.529,3.647,3.059,2.835
uk_england_london_brompton_hotel_london,london,UK,27,2.63,2.259,2.37,4.333,2.519,2.822
uk_england_london_hotel_43,london,UK,7,4.286,2.571,2.571,4.714,3.429,3.514
uk_england_london_hotel_la_place,london,UK,15,2.933,2.667,3.133,4.333,2.8,3.173
uk_england_london_the_bridge_hotel,london,UK,9,3.333,2.778,3.556,3.667,3.222,3.311
uk_england_london_thistle_kensington_palace,london,UK,1,3.0,3.0,3.0,4.0,4.0,3.4
uk_england_london_the_clarendon_hotel,london,UK,16,3.25,2.938,2.938,4.062,3.062,3.25
uk_england_london_golders_park_hotel,london,UK,1,1.0,3.0,3.0,4.0,2.0,2.6
uk_england_london_prince_william_hotel,london,UK,59,2.356,1.763,2.356,3.678,2.051,2.441
uk_england_london_grange_langham_court,london,UK,30,3.167,2.1,3.0,3.933,2.333,2.907
uk_england_london_hotel_sophia,london,UK,5,2.8,2.6,2.8,4.2,3.2,3.12
uk_england_london_brunel_hotel,london,UK,40,2.5,2.0,2.4,3.775,2.425,2.62
uk_england_london_albro_house,london,UK,8,3.25,2.75,3.125,4.5,3.25,3.375
uk_england_london_comfort_inn_notting_hill,london,UK,1,2.0,2.0,2.0,4.0,4.0,2.8
uk_england_london_central_house_hotel,london,UK,62,2.581,2.129,2.581,3.613,2.306,2.642
uk_england_london_great_northern_hotel,london,UK,1,4.0,4.0,1.0,2.0,2.0,2.6
uk_england_london_grand_royale_london_hyde_park,london,UK,61,3.033,2.344,2.574,3.738,2.754,2.889
uk_england_london_hogarth_executive_rooms_by_shaftesbury,london,UK,6,3.833,4.0,3.5,4.5,3.833,3.933
uk_england_london_newham_hotel,london,UK,8,2.375,2.375,2.5,2.75,2.75,2.55
uk_england_london_heatherbank_hotel,london,UK,3,4.0,4.0,3.333,3.667,3.667,3.733
uk_england_london_holly_house_hotel,london,UK,25,2.12,1.72,2.12,3.56,2.4,2.384
uk_england_london_foubert_s_hotel,london,UK,1,4.0,3.0,4.0,4.0,4.0,3.8
uk_england_london_berkeley_park_apartments,london,UK,4,3.5,2.75,3.0,2.5,3.25,3.0
uk_england_london_huttons_hotel,london,UK,58,3.138,2.397,3.155,3.931,2.914,3.107
uk_england_london_thistle_lancaster_gate,london,UK,1,4.0,3.0,2.0,4.0,3.0,3.2
uk_england_london_new_century_inn,london,UK,1,4.0,3.0,4.0,2.0,3.0,3.2
uk_england_london_haven_hotel,london,UK,1,4.0,3.0,4.0,4.0,3.0,3.6
uk_england_london_hopfan_bed_and_breakfast,london,UK,1,3.0,4.0,2.0,2.0,2.0,2.6
uk_england_london_avni_kensington,london,UK,17,2.882,2.471,2.706,4.235,2.412,2.941
uk_england_london_no_11_private_members_club,london,UK,2,3.5,2.5,3.5,4.0,2.5,3.2
uk_england_london_palace_court_hotel,london,UK,41,2.293,2.049,2.293,3.659,2.22,2.502
uk_england_london_kensington_townhouse_london,london,UK,50,3.3,2.44,2.52,3.86,2.54,2.932
uk_england_london_shaftesbury_premier_hyde_park_paddington,london,UK,92,3.337,2.391,2.707,3.707,2.576,2.943
uk_england_london_seymour_hotel,london,UK,12,3.5,2.5,2.833,4.333,3.5,3.333
uk_england_london_central_park_hotel,london,UK,15,2.467,2.4,2.733,3.4,3.133,2.827
uk_england_london_ambassadors_hotel,london,UK,83,2.434,1.819,2.241,3.687,2.277,2.492
uk_england_london_willett_hotel,london,UK,3,2.333,2.0,3.0,3.667,2.333,2.667
uk_england_london_averard_hotel,london,UK,29,2.759,2.414,2.655,3.966,3.069,2.972
uk_england_london_39_suites,london,UK,11,3.818,3.0,3.091,4.455,3.545,3.582
uk_england_london_yourstay_canary_wharf,london,UK,1,1.0,1.0,1.0,2.0,1.0,1.2
uk_england_london_rose_court_hotel,london,UK,66,1.742,1.697,2.182,3.848,2.061,2.306
uk_england_london_abbey_hotel,london,UK,6,2.5,2.167,2.667,2.833,2.5,2.533
uk_england_london_bakers_hotel,london,UK,34,2.471,2.353,2.735,3.912,2.706,2.835
uk_england_london_grantly_hotel,london,UK,15,3.0,2.667,3.267,4.467,2.933,3.267
uk_england_london_jubilee_hotel,london,UK,27,2.778,2.37,2.741,4.481,3.074,3.089
uk_england_london_comfort_hotel_harrow,london,UK,24,2.75,2.208,2.542,3.125,2.625,2.65
uk_england_london_lords_hotel,london,UK,51,2.686,2.275,2.745,4.039,2.843,2.918
uk_england_london_weston_house_hotel,london,UK,1,5.0,2.0,5.0,5.0,4.0,4.2
uk_england_london_beverley_city_hotel,london,UK,14,3.071,2.214,2.643,3.786,2.214,2.786
uk_england_london_bickenhall_hotel,london,UK,21,2.0,1.905,2.238,3.905,2.19,2.448
uk_england_london_the_belgrove_hotel,london,UK,31,2.452,1.774,2.452,4.065,2.258,2.6
uk_england_london_boston_manor_hotel,london,UK,13,2.769,2.615,3.077,3.231,3.077,2.954
uk_england_london_chelsea_guest_house,london,UK,12,3.0,2.667,2.75,3.083,3.25,2.95
uk_england_london_dylan_house,london,UK,17,2.941,2.353,2.588,3.824,2.412,2.824
uk_england_london_mayfair_apartments,london,UK,1,1.0,1.0,1.0,5.0,2.0,2.0
uk_england_london_london_visitors_hotel,london,UK,7,3.571,2.286,2.143,3.857,2.714,2.914
uk_england_london_travelodge_london_kings_cross,london,UK,77,3.0,2.506,2.649,3.649,2.805,2.922
uk_england_london_georgian_hotel,london,UK,27,2.259,1.63,1.963,3.815,2.037,2.341
uk_england_london_sara_hotel,london,UK,10,2.4,2.0,2.6,3.8,2.7,2.7
uk_england_london_so_quartier_nw6,london,UK,7,3.429,3.0,2.714,3.429,3.0,3.114
uk_england_london_alexander_house_hotel,london,UK,4,1.75,1.75,1.75,3.25,2.5,2.2
uk_england_london_boka_hotel,london,UK,20,2.5,2.35,2.35,4.0,3.1,2.86
uk_england_london_grove_hill_hotel,london,UK,4,3.0,2.75,2.25,3.5,3.25,2.95
uk_england_london_majestic,london,UK,53,2.0,1.887,2.17,3.66,2.151,2.374
uk_england_london_130_queensgate_london_apartments,london,UK,3,3.0,3.667,3.333,5.0,3.0,3.6
uk_england_london_parkside_hotel,london,UK,1,3.0,3.0,3.0,2.0,4.0,3.0
uk_england_london_park_lane_mews_hotel,london,UK,92,2.75,2.261,2.391,4.011,2.293,2.741
uk_england_london_avon_hotel,london,UK,17,3.353,2.529,3.0,4.0,3.0,3.176
uk_england_london_royal_norfolk_hotel,london,UK,65,2.323,1.954,2.4,3.862,2.292,2.566
uk_england_london_dolphin_hotel,london,UK,39,2.462,1.923,2.513,4.051,2.513,2.692
uk_england_london_craven_gardens_hotel,london,UK,7,2.571,2.714,2.143,3.571,2.857,2.771
uk_england_london_travelodge_wembley,london,UK,48,3.208,2.875,2.896,2.083,3.229,2.858
uk_england_london_kensington_suite_hotel,london,UK,34,2.676,2.294,2.265,3.088,2.559,2.576
uk_england_london_berners_hotel,london,UK,2,2.0,1.5,2.0,5.0,2.0,2.5
uk_england_london_carlton_hotel_london,london,UK,9,2.556,2.111,2.556,3.222,2.778,2.644
uk_england_london_avonmore_hotel,london,UK,26,2.769,2.692,2.962,3.0,2.692,2.823
uk_england_london_marlin_apartments_canary_south,london,UK,8,3.875,3.125,2.875,2.75,3.125,3.15
uk_england_london_langland_hotel,london,UK,48,2.333,1.875,2.438,4.083,2.438,2.633
uk_england_london_crystal_hotel,london,UK,2,3.5,2.0,3.5,4.0,3.5,3.3
uk_england_london_regent_palace_hotel,london,UK,2,1.0,3.0,2.5,4.5,2.0,2.6
uk_england_london_country_inn_suites_london_bloomsbury,london,UK,17,3.235,2.176,2.824,4.235,2.824,3.059
uk_england_london_holland_court_hotel,london,UK,38,2.474,2.211,2.447,3.5,2.711,2.668
uk_england_london_mabledon_court_hotel,london,UK,41,2.512,1.854,2.854,3.878,2.22,2.663
uk_england_london_bryanston_court_hotel,london,UK,2,2.5,2.5,3.5,5.0,2.5,3.2
uk_england_london_ivanhoe_suite_hotel,london,UK,6,2.0,2.167,1.167,3.333,2.333,2.2
uk_england_london_best_western_paddington_court_inn,london,UK,9,3.333,2.444,2.222,3.556,2.444,2.8
uk_england_london_innkeeper_s_lodge_snaresbrook,london,UK,6,3.167,3.167,2.833,4.167,3.167,3.3
uk_england_london_london_city_apartments,london,UK,1,4.0,1.0,2.0,3.0,2.0,2.4
uk_england_london_euro_wembley_hotel_london,london,UK,5,2.4,2.2,2.2,3.6,3.4,2.76
uk_england_london_thistle_selfridge,london,UK,45,2.978,2.578,2.644,4.511,2.511,3.044
uk_england_london_county_london,london,UK,47,2.426,2.0,2.319,4.064,2.894,2.74
uk_england_london_somerset_hotel,london,UK,14,2.643,2.214,2.643,4.071,2.929,2.9
uk_england_london_chiswick_hotel,london,UK,8,2.875,2.75,3.625,3.5,2.75,3.1
uk_england_london_regina_house,london,UK,1,1.0,2.0,1.0,5.0,2.0,2.2
uk_england_london_travelodge_london_farringdon,london,UK,101,2.96,2.475,2.792,3.05,3.05,2.865
uk_england_london_queens_hotel,london,UK,16,1.688,1.438,1.875,2.75,2.062,1.962
uk_england_london_hotel_balkan,london,UK,4,2.5,3.0,3.5,2.75,2.75,2.9
uk_england_london_new_england_hotel,london,UK,36,3.528,2.944,3.75,4.333,3.389,3.589
uk_england_london_premier_inn_london_edgware,london,UK,12,4.5,3.917,4.0,3.833,3.75,4.0
uk_england_london_royal_guest_house_2,london,UK,3,3.0,3.333,3.333,2.667,2.667,3.0
uk_england_london_tria,london,UK,15,2.733,2.2,2.533,3.667,2.733,2.773
uk_england_london_exhibition_court_hotel_4,london,UK,12,1.917,1.667,1.833,3.167,1.917,2.1
uk_england_london_oxford_house_hotel,london,UK,1,3.0,3.0,3.0,4.0,4.0,3.4
uk_england_london_winchester_pub_hotel,london,UK,1,3.0,3.0,3.0,2.0,3.0,2.8
uk_england_london_pembridge_palace_hotel,london,UK,108,2.167,1.898,2.12,3.556,2.306,2.409
uk_england_london_york_hotel,london,UK,5,2.4,1.6,2.0,3.0,2.2,2.24
uk_england_london_stonebridge_park_hotel,london,UK,15,2.133,2.0,2.8,1.733,2.333,2.2
uk_england_london_york_house_hotel,london,UK,67,2.627,2.119,2.478,3.657,2.493,2.675
uk_england_london_pavilion_hotel,london,UK,35,2.229,1.943,2.343,3.514,2.057,2.417
uk_england_london_190_bermondsey_street,london,UK,2,5.0,2.0,2.0,4.0,2.5,3.1
uk_england_london_jubilee_court_hotel,london,UK,2,4.5,4.5,3.0,4.5,4.5,4.2
uk_england_london_travelodge_london_park_royal,london,UK,26,2.846,2.5,2.346,2.5,3.154,2.669
uk_england_london_airways_hotel,london,UK,79,1.696,1.633,1.962,3.456,1.772,2.104
uk_england_london_king_william_iv,london,UK,2,2.0,2.0,3.5,3.5,2.5,2.7
uk_england_london_pacific_hotel,london,UK,10,1.7,1.5,1.9,2.9,1.9,1.98
uk_england_london_the_gatehouse_studio_apartments,london,UK,1,5.0,3.0,3.0,5.0,2.0,3.6
uk_england_london_universal_plaza_hotel,london,UK,2,1.5,1.5,2.0,1.5,1.5,1.6
uk_england_london_avalon_private_hotel,london,UK,5,2.4,1.8,2.4,3.6,2.0,2.44
uk_england_london_hotel_65,london,UK,30,2.833,2.333,2.567,3.0,2.633,2.673
uk_england_london_avni_hotel_at_courtfield,london,UK,48,3.167,2.604,2.542,4.062,2.729,3.021
uk_england_london_blue_bells_hotel,london,UK,49,2.449,2.122,2.143,4.041,2.449,2.641
uk_england_london_cricklewood_lodge_hotel,london,UK,7,2.286,2.286,2.286,3.143,2.571,2.514
uk_england_london_the_ivy_house_hotel,london,UK,10,1.7,1.5,1.7,3.7,2.3,2.18
uk_england_london_albany_hotel_london,london,UK,4,1.75,1.75,2.0,3.0,1.75,2.05
uk_england_london_kenton_house_hotel,london,UK,1,3.0,1.0,1.0,2.0,1.0,1.6
uk_england_london_the_gateway_hotel,london,UK,6,3.0,2.5,2.5,3.667,2.5,2.833
uk_england_london_costello_palace_hotel,london,UK,9,2.111,2.111,2.667,3.222,2.0,2.422
uk_england_london_woogo_bayswater_apartments_london,london,UK,5,1.6,1.8,1.2,3.6,1.8,2.0
uk_england_london_rose_court_hotel,london,UK,25,2.56,2.12,2.8,4.4,2.56,2.888
uk_england_london_euro_hotel_clapham,london,UK,46,1.87,1.804,2.043,3.565,2.283,2.313
uk_england_london_hotel_olympia,london,UK,31,2.065,1.742,1.581,3.419,2.032,2.168
uk_england_london_edward_house,london,UK,25,2.4,2.0,2.36,3.8,2.68,2.648
uk_england_london_king_solomon_hotel,london,UK,39,2.231,2.103,2.256,3.026,2.179,2.359
uk_england_london_centaur_hotel,london,UK,7,2.0,2.0,2.143,3.429,2.143,2.343
uk_england_london_london_ilford_gants_hill,london,UK,5,2.8,2.6,2.8,3.0,3.4,2.92
uk_england_london_savers_hotel,london,UK,1,1.0,1.0,1.0,1.0,1.0,1.0
uk_england_london_clearlake_hotel,london,UK,7,2.143,2.143,3.143,4.286,3.286,3.0
uk_england_london_comfort_inn_hyde_park,london,UK,4,1.5,1.5,1.0,2.75,1.5,1.65
uk_england_london_green_court_hotel,london,UK,7,2.286,2.143,2.571,4.143,3.143,2.857
uk_england_london_vegas_hotel,london,UK,28,1.679,1.571,1.893,3.536,2.143,2.164
uk_england_london_comfort_inn_kensington,london,UK,1,2.0,1.0,1.0,4.0,1.0,1.8
uk_england_london_belmont_astoria_hotels,london,UK,16,2.25,2.125,2.5,3.562,2.125,2.512
